0.001000	0.935722	0.000000
0.001000	0.731489	0.000000
0.001000	0.570730	0.000000
0.001000	0.444399	0.000000
0.001000	0.345237	0.000000
0.001000	0.267485	0.000000
0.001000	0.206602	0.000000
0.001000	0.159011	0.000000
0.001000	0.121897	0.000000
0.001000	0.093037	0.000000
0.001000	0.070675	0.000000
0.001000	0.053420	0.000000
0.001000	0.040170	0.000000
0.001000	0.030052	0.000000
0.001000	0.022373	0.000000
0.001000	0.016585	0.000000
0.001000	0.012255	0.000000
0.010000	0.010198	0.010200
0.010000	0.762755	0.000000
0.010000	0.568062	0.000000
0.010000	0.421699	0.000000
0.010000	0.312093	0.000000
0.010000	0.230305	0.000000
0.010000	0.169519	0.000000
0.010000	0.124562	0.000000
0.010000	0.091510	0.000000
0.010000	0.067384	0.000000
0.010000	0.049921	0.000000
0.010000	0.037405	0.000000
0.010000	0.028537	0.000000
0.010000	0.022337	0.000000
0.010000	0.018070	0.000000
0.010000	0.015182	0.000000
0.010000	0.013263	0.000000
0.010000	0.012011	0.000000
0.010000	0.011210	0.000000
0.010000	0.010710	0.000000
0.010000	0.010404	0.000000
0.010000	0.010223	0.000000
0.010000	0.010119	0.000000
0.010000	0.010061	0.000000
0.010000	0.010030	0.000000
0.010000	0.010014	0.000000
0.010000	0.010006	0.000000
0.010000	0.010003	0.000000
0.010000	0.010001	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.010000	0.010000	0.000000
0.020000	0.020763	0.020748
0.020000	0.883376	0.000000
0.020000	0.648521	0.000000
0.020000	0.474864	0.000000
0.020000	0.347142	0.000000
0.020000	0.253618	0.000000
0.020000	0.185454	0.000000
0.020000	0.136049	0.000000
0.020000	0.100490	0.000000
0.020000	0.075112	0.000000
0.020000	0.057190	0.000000
0.020000	0.044698	0.000000
0.020000	0.036126	0.000000
0.020000	0.030344	0.000000
0.020000	0.026510	0.000000
0.020000	0.024010	0.000000
0.020000	0.022413	0.000000
0.020000	0.021415	0.000000
0.020000	0.020806	0.000000
0.020000	0.020445	0.000000
0.020000	0.020237	0.000000
0.020000	0.020121	0.000000
0.020000	0.020059	0.000000
0.020000	0.020028	0.000000
0.020000	0.020012	0.000000
0.020000	0.020005	0.000000
0.020000	0.020002	0.000000
0.020000	0.020001	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.020000	0.020000	0.000000
0.030000	0.031800	0.031686
0.030000	0.732520	0.000000
0.030000	0.532608	0.000000
0.030000	0.387151	0.000000
0.030000	0.281860	0.000000
0.030000	0.206024	0.000000
